epoch,train_loss,val_mae,test_mae
1,1.3329344492750808,1.1823642794042826,
2,1.2061187167898915,1.1587761845439672,
3,1.1870961337805557,1.1510145235806704,
4,1.157657817339364,1.1046146377921104,
5,1.1504410802365872,1.111786751076579,
6,1.1323728502368013,1.1232442278414965,
7,1.1334931170597624,1.0959399472922087,
8,1.1294693550743615,1.1169508714228868,
9,1.1217541405187248,1.0952868685126305,
10,1.1161716793672727,1.095854390412569,
11,1.113678052402533,1.1281631272286177,
12,1.1060270250034028,1.0938745066523552,
13,1.1096961580145472,1.0771453212946653,
14,1.1024293684350035,1.0613897927105427,
15,1.1021772525942743,1.0743572413921356,
16,1.0944239537175091,1.0603859834372997,
17,1.100735760344484,1.0549422521144152,
18,1.091465002241226,1.0679800175130367,
19,1.0950758779010834,1.070932563394308,
20,1.0931311577272873,1.0937181320041418,
21,1.0940193398691975,1.0606768727302551,
22,1.0888539682181118,1.0531972795724869,
23,1.089616331239097,1.0545143224298954,
24,1.0871294344576021,1.0726426746696234,
25,1.0855574903015892,1.049785129725933,
26,1.0861102376883023,1.0658042822033167,
27,1.0817669961399163,1.0748812686651945,
28,1.0911913607448054,1.0803669784218073,
29,1.077549364239263,1.0675666891038418,
30,1.082695358096601,1.0606316272169352,
31,1.0797130210331072,1.0475781932473183,
32,1.0753702572740305,1.0457107983529568,
33,1.0802252296441661,1.0521136838942766,
34,1.0756981961262493,1.0504725240170956,
35,1.0739574354296675,1.050399735569954,
36,1.0771277390729885,1.0775094255805016,
37,1.074828244055422,1.098310923203826,
38,1.0769385617381086,1.0423154551535845,
39,1.070766813267534,1.0602925196290016,
40,1.0739441713966882,1.051685767248273,
41,1.0740173028680844,1.0544224958866835,
42,1.072512367472481,1.0494627244770527,
43,1.0704504634244754,1.0469318572431803,
44,1.0670370545250158,1.0441197510808706,
45,1.0741163484585552,1.0557122118771076,
46,1.0631569166914723,1.04258631169796,
47,1.0740232619995507,1.0431734845042229,
48,1.071295447814198,1.0357838496565819,
49,1.0687348697893917,1.0396963376551867,
50,1.067544682528645,1.0708718728274107,1.1292838510125875
