epoch,train_loss,val_mae,test_mae
1,1.338313110339375,1.2136868182569742,
2,1.211295903490755,1.191277138888836,
3,1.1979630835140094,1.1681135445833206,
4,1.1900995594624895,1.1659222543239594,
5,1.1798988266493946,1.1345141753554344,
6,1.1611134964056289,1.1201157961040735,
7,1.1556463165405078,1.1026056222617626,
8,1.1409947672210181,1.0969205927103758,
9,1.1342864217468724,1.1118835620582104,
10,1.1289003658980226,1.0865394305437803,
11,1.1267822457197756,1.087103357538581,
12,1.12350304439045,1.0799791235476732,
13,1.1184547956759177,1.0838225074112415,
14,1.1200546066220196,1.081087727099657,
15,1.110458776021537,1.0786261353641748,
16,1.1167994503396006,1.078873174265027,
17,1.1082890614533958,1.084056144580245,
18,1.1065812491761229,1.0761708449572325,
19,1.100888323098326,1.109701232984662,
20,1.101563636106424,1.0624813232570887,
21,1.0972948384742005,1.0653917752206326,
22,1.0956679352175314,1.062764547765255,
23,1.0957532726918546,1.083426509052515,
24,1.0937205612088163,1.0749364327639341,
25,1.0915187427791924,1.0621413625776768,
26,1.0919224368497586,1.0641840565949678,
27,1.0873341628918634,1.0665936302393675,
28,1.086636878811894,1.060418151319027,
29,1.0888728893603,1.0867103021591902,
30,1.0897291087494871,1.067690148949623,
31,1.0864680874081085,1.0561540517956018,
32,1.0858682553989056,1.0634091533720493,
33,1.0860135930414778,1.054507564753294,
34,1.0887747890652177,1.0576613172888756,
35,1.0815797394837816,1.060269020497799,
36,1.0810915603043554,1.0571803506463766,
37,1.080985837089368,1.1088880132883787,
38,1.0784061278778905,1.0474268719553947,
39,1.0725129831332367,1.0498027838766575,
40,1.074288767938035,1.047619229182601,
41,1.0725219101189805,1.0463096462190151,
42,1.0717534234348578,1.0359438434243202,
43,1.0639304939550334,1.0361732318997383,
44,1.0599310959870822,1.0217764787375927,
45,1.0548816473720173,1.0203481186181307,
46,1.055203233473598,1.008380888029933,
47,1.0447575842229704,1.0129539407789707,
48,1.043279346947472,1.0255299787968397,
49,1.036203478852781,1.003451319411397,
50,1.0287869123224251,0.9875240959227085,1.0620173458009958
