epoch,train_loss,val_mae,test_mae
1,1.1206326290130615,0.9503329572677612,
2,0.9256215891838073,0.8395519380569458,
3,0.8529853910446167,0.7596907877922058,
4,0.7806860441207886,0.6623033394813538,
5,0.7376107473373413,0.6553955693244934,
6,0.7331722749710083,0.745363320350647,
7,0.765181206035614,0.6858897304534912,
8,0.729364351272583,0.6713956050872802,
9,0.7501069286346436,0.6830008621215821,
10,0.6975144395828247,0.6093869853019714,
11,0.6671609107017518,0.6115299067497253,
12,0.6366353900909424,0.5894744248390198,
13,0.6295885550975799,0.5487348918914795,
14,0.6177852331161499,0.5634427094459533,
15,0.6105722653388977,0.5841846203804016,
16,0.5918962509155273,0.5578830790519714,
17,0.5834779000282287,0.543264497756958,
18,0.5660996572017669,0.5305339870452881,
19,0.5648630875587464,0.5461724619865418,
20,0.5561708555221557,0.5309159035682678,
21,0.5514746292591095,0.5019058918952942,
22,0.5500874413490295,0.5051889142990112,
23,0.5380391801834107,0.5153035593032836,
24,0.5564547527313233,0.49983575916290285,
25,0.5357340141296387,0.6114624109268189,
26,0.531806038761139,0.5227087264060974,
27,0.5211431867599488,0.5395879611968994,
28,0.5204728240013122,0.5169433169364929,
29,0.5224339902877808,0.48976333236694336,
30,0.5173315706253052,0.36997480297088625,
31,0.6575681846618653,0.5871159448623657,
32,0.6183608312606812,0.5758238649368286,
33,0.6074162781715393,0.5404955134391785,
34,0.5673364075660705,0.5354113192558289,
35,0.5486533170700073,0.5110661239624024,
36,0.5351827738285064,0.49177108144760134,
37,0.5245921422958374,0.5026180772781372,
38,0.5179485789299011,0.49303120422363284,
39,0.5121528813838959,0.5447472362518311,
40,0.508792893743515,0.5237017612457275,
41,0.5043973675251007,0.4659572134017944,
42,0.6224673953056336,0.5661721830368042,
43,0.5942782718658447,0.19414877891540527,
44,0.5797888227939606,0.5342116289138794,
45,0.5465515959739685,0.5244785003662109,
46,0.5246275166511536,0.5108087263107299,
47,0.519339442539215,0.5005550727844238,
48,0.5067072567939759,0.510970208644867,
49,0.5076715165615082,0.4815356502532959,
50,0.4999610575199127,0.5448003625869751,0.5727634305953979
