epoch,train_loss,val_mae,test_mae
1,0.8830141785621644,0.617808340549469,
2,0.6409086263656616,0.5904386892318726,
3,0.6216993727684021,0.49318580865859984,
4,0.6126137832641602,0.816123950958252,
5,0.6011949653625488,0.6293347897529602,
6,0.691496372795105,0.7785617198944091,
7,0.62022678232193,0.5261869711875915,
8,0.6042728524208069,0.6022741799354553,
9,0.5984042642593383,0.30670952749252317,
10,0.613440653705597,0.6908810796737671,
11,0.5834097700119019,0.532839271068573,
12,0.569196475982666,0.5451230387687683,
13,0.5669371984004974,0.5256925015449524,
14,0.5587623208999634,0.4898215346336365,
15,0.5548330309391022,0.6315051956176758,
16,0.5606414541244507,0.4915872254371643,
17,0.5464694155693054,0.46988194036483766,
18,0.5498791813373566,0.4687401504516602,
19,0.5473724551200867,0.4514773354530334,
20,0.5713868810653686,0.5867470855712891,
21,0.5782000458240509,1.572955087661743,
22,0.6614319725513458,0.668284761428833,
23,0.6117335864067077,0.5359971628189087,
24,0.5975756182670593,0.5182769327163697,
25,0.5721560004234314,0.5116659364700318,
26,0.6229707767486572,0.5513978824615479,
27,0.5950583567619324,0.42800361156463623,
28,0.5749014851570129,0.49887787199020384,
29,0.5689638150215149,0.4920397481918335,
30,0.5662219444274902,0.42480642795562745,
31,0.5584402328491211,0.4855524070262909,
32,0.553675087928772,0.4918562829494476,
33,0.5510978485107422,0.48035933685302734,
34,0.546167759513855,0.5166747894287109,
35,0.5368341264724732,0.46813225030899047,
36,0.5292039780616761,0.5072384047508239,
37,0.5199388113498687,0.47687621450424195,
38,0.5209022964477539,0.44349788665771483,
39,0.5157540477752686,0.4761785426139832,
40,0.5122556733131409,0.43011662006378176,
41,0.5155588654518127,0.45985864305496216,
42,0.615033704328537,0.523655017375946,
43,0.5338165174007415,0.4983497180938721,
44,0.5376776736736297,0.5648701362609864,
45,0.5141720011234283,0.46712553215026853,
46,0.5090558753013611,0.5160492157936096,
47,0.49999699249267576,0.4691696310043335,
48,0.4919850898742676,0.49722211647033693,
49,0.487171728181839,0.4699107298851013,
50,0.4949775855541229,0.4559761905670166,0.4984661746025085
