epoch,train_loss,val_mae,test_mae
1,0.93413249502182,0.9500193500518799,
2,0.6937171752929687,0.6918865284919739,
3,0.6645138960361481,0.8087092156410217,
4,0.6502707580566406,0.6682177162170411,
5,0.6371734330177307,0.6426015691757202,
6,0.6253295362472534,0.5909130449295044,
7,0.6212869096755982,0.5637545876502991,
8,0.6127706134796143,0.6068460464477539,
9,0.5992208178520203,0.531071614742279,
10,0.5882629628181457,0.5406890678405761,
11,0.5878011113166809,0.5590959501266479,
12,0.5697300923347474,0.5492389249801636,
13,0.5681020060539246,0.5204349374771118,
14,0.5508157057762146,0.5198825960159301,
15,0.5513733290672302,0.5154887337684632,
16,0.5398890491485596,0.49916235542297366,
17,0.5366035913467407,0.4975505604743958,
18,0.5367562650680542,0.5027479348182678,
19,0.5304844776153564,0.5834769811630249,
20,0.5238802282810211,0.49973260021209714,
21,0.5106425495147705,0.48110442447662355,
22,0.5117442801475525,0.4913788459300995,
23,0.5046174843788147,0.501579701423645,
24,0.5044340088844299,0.4670131402015686,
25,0.4985954192638397,0.4760659663677216,
26,0.4909689723968506,0.49008219575881956,
27,0.49528259654045104,0.48372812843322754,
28,0.4877843963623047,0.49126477432250976,
29,0.47483003306388855,0.5118370923995972,
30,0.4774712631702423,0.48850934839248655,
31,0.4721406277656555,0.46710585641860963,
32,0.47525129942893984,0.48045878076553344,
33,0.467633589887619,0.5142159156799316,
34,0.46415574536323545,0.5031290135383606,
35,0.45175721797943114,0.45859481382369993,
36,0.4513540385723114,0.4601679267883301,
37,0.44683869047164915,0.4662327308654785,
38,0.44207953023910523,0.4583247241973877,
39,0.4348243278503418,0.45117064237594606,
40,0.4390843090057373,0.45055377221107484,
41,0.4444356852531433,0.4823328967094421,
42,0.4325936603069305,0.4779303209781647,
43,0.4387573115825653,0.44628415298461915,
44,0.43386270394325255,0.4373520984649658,
45,0.43311679515838625,0.4697839300632477,
46,0.42845939607620237,0.47377999758720396,
47,0.4188361674308777,0.4562954475879669,
48,0.4183204600334168,0.446996422290802,
49,0.42081642217636106,0.4513731994628906,
50,0.4199694221973419,0.43992417001724243,0.4627559185028076
