epoch,train_loss,val_mae,test_mae
1,0.9334695811271667,0.6323809189796448,
2,0.6738854218482971,0.6135055956840515,
3,0.6568258878707885,0.5997300939559936,
4,0.6418110032081604,0.663908411026001,
5,0.6289398400783539,0.5838002815246582,
6,0.6259779648303986,0.6038838205337524,
7,0.6089022849082947,0.5856830530166626,
8,0.5988562334537506,0.5650106143951416,
9,0.5917314517974853,0.5607410979270935,
10,0.5773408887386322,0.5399426927566529,
11,0.5875698540687561,0.5778907175064087,
12,0.5707523277759552,0.5471772060394288,
13,0.5750603856086731,0.5362295646667481,
14,0.5503502608299256,0.5492270574569702,
15,0.5479263967514038,0.51880490732193,
16,0.5662666805267333,0.5240024480819702,
17,0.5419988963603973,0.5257560405731201,
18,0.5371549821853637,0.5366140751838684,
19,0.5297409893035888,0.5157199935913086,
20,0.524554104232788,0.5470336837768555,
21,0.5328477105617523,0.55592173910141,
22,0.5227029204845428,0.5147296171188355,
23,0.5131201015949249,0.5261620135307312,
24,0.5190257373809815,0.5049310259819031,
25,0.5066539784431457,0.49890707111358645,
26,0.5064576710700989,0.5298810198307037,
27,0.5069752115726471,0.5061859769821166,
28,0.49392313599586485,0.5178487358093262,
29,0.49791919960975645,0.48018168687820434,
30,0.49139039120674133,0.4841759376525879,
31,0.49163911056518556,0.5116871008872986,
32,0.4866954167842865,0.49078462648391724,
33,0.47894553356170655,0.5572469654083252,
34,0.47729666805267335,0.5412110235691071,
35,0.4743281124591827,0.5073255214691162,
36,0.47223220109939573,0.48742505693435667,
37,0.4681081434249878,0.4941091375350952,
38,0.46478884897232053,0.5251940994262695,
39,0.46317090673446654,0.5028489441871643,
40,0.46036819128990175,0.4980653302669525,
41,0.45611019797325136,0.5040166358947754,
42,0.4595318778038025,0.5164111244678498,
43,0.45437472558021547,0.4774842400550842,
44,0.45644072422981263,0.4894483847618103,
45,0.45327509398460386,0.48591583681106565,
46,0.4448865150928497,0.48546931266784665,
47,0.4503130802154541,0.49445582389831544,
48,0.4447203860282898,0.5047335777282714,
49,0.4409682507038116,0.48909950351715087,
50,0.4377013928890228,0.5022545070648193,0.5117417440414429
