epoch,train_loss,val_mae,test_mae
1,1.2502012883131497,1.0851837489753962,
2,1.018388334364175,0.9202672503888607,
3,0.9153712309968357,0.9145837016403675,
4,0.8871508179762112,0.8652065582573414,
5,0.8664310075604497,0.8766055069863796,
6,0.8356921176750439,0.8199520725756884,
7,0.8319161055377498,0.8518520370125771,
8,0.820017187359234,0.8698327895253897,
9,0.7993762353167366,0.7852107584476471,
10,0.783964966527951,0.7741067577153444,
11,0.7918241281098071,0.7704903483390808,
12,0.7742576731470066,0.7534091221168637,
13,0.7598170768529081,0.7676745168864727,
14,0.7690935799489006,0.7952878680080175,
15,0.7583524590483108,0.7514389585703611,
16,0.7501968484336194,0.734791237860918,
17,0.7537585061769516,0.770465494133532,
18,0.7435190113969504,0.7505302587524056,
19,0.7411668066399547,0.729310542345047,
20,0.7431244455016078,0.7523983279243112,
21,0.7328621259512612,0.7587977889925241,
22,0.7344931798240247,0.7418500361964107,
23,0.7311091592517523,0.7560234908014536,
24,0.7270522816493489,0.7367004957050085,
25,0.7255222486992614,0.734832501038909,
26,0.7257291052859431,0.7339649461209774,
27,0.7251111303274624,0.7458859793841839,
28,0.7233604577402718,0.724945068359375,
29,0.7188570546075559,0.705981015227735,
30,0.7145143053211724,0.7403821554034948,
31,0.7211120393329535,0.7485370682552457,
32,0.7176470387096222,0.7243543984368443,
33,0.7165793124288796,0.7120493156835437,
34,0.7114378180557166,0.7108125006780028,
35,0.7071794673276786,0.7057271376252174,
36,0.7093902771084454,0.6925321668386459,
37,0.7046470466894083,0.7317407196387649,
38,0.7035960924511139,0.7135863276198506,
39,0.7039415962018144,0.7964229518547654,
40,0.7085886063476721,0.7249792162328959,
41,0.7092757426892606,0.6961497440934181,
42,0.7014883824240286,0.7004610812291503,
43,0.7053430152777285,0.7134170327335596,
44,0.7009501394372397,0.7171046985313296,
45,0.7012211116738974,0.7193082710728049,
46,0.6988458049754365,0.6866507586091757,
47,0.6965844245573964,0.7138952324166894,
48,0.6961038948628849,0.703832121565938,
49,0.6930431762632852,0.687148692086339,
50,0.6917564989850163,0.7041798578575253,0.7620732001960278
